No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Party Code,Political Party Name,Abbrv,Notes
216,Maurice Okuto,Maurice Okuto,1,Mombasa,5,Likoni,22,Shika Adabu,73,Alternative Leadership Party of Kenya,ALPK,
217,Zugwe Mohamed,Zugwe Mohamed,1,Mombasa,5,Likoni,22,Shika Adabu,67,Maendeleo Chap Chap Party,MCCP,
218,Mwanasiti Mohamed,Mwanasiti Mohamed,1,Mombasa,5,Likoni,23,Bofu,75,Empowerment and Liberation Party,ELP,
219,Godfrey Mwambush,Godfrey Mwambush,1,Mombasa,5,Likoni,23,Bofu,IND,Independent,IND,
220,Suleiman Omari,Suleiman Omari,1,Mombasa,5,Likoni,23,Bofu,IND,Independent,IND,
221,Tsuma Juma,Tsuma Juma,1,Mombasa,5,Likoni,23,Bofu,31,Kenya Patriots Party,KPP,
222,Mohamed Said Ali,Mohamed Said Ali,1,Mombasa,5,Likoni,23,Bofu,15,Party for Development and Reform,PDR,
223,Paul Kinako,Paul Kinako,1,Mombasa,5,Likoni,23,Bofu,IND,Independent,IND,
224,Ali Kenya,Ali Kenya,1,Mombasa,5,Likoni,23,Bofu,39,Peoples Democratic Party,PDP,
225,Elkanah Mogire,Elkanah Mogire,1,Mombasa,5,Likoni,23,Bofu,74,Ukweli Party,UP,
226,Ahmed Salama,Ahmed Salama,1,Mombasa,5,Likoni,23,Bofu,29,National Rainbow Coalition,NARC,
227,Salim Abdallah,Salim Abdallah,1,Mombasa,5,Likoni,23,Bofu,36,Chama Cha Uzalendo,CCU,
228,Omari,Omari,1,Mombasa,5,Likoni,24,Likoni,IND,Independent,IND,
229,Ali Shaffi,Ali Shaffi,1,Mombasa,5,Likoni,24,Likoni,15,Party for Development and Reform,PDR,
230,Mary Wangari,Mary Wangari,1,Mombasa,5,Likoni,24,Likoni,IND,Independent,IND,
231,Joseph Marunga,Joseph Marunga,1,Mombasa,5,Likoni,24,Likoni,44,Party of Democratic Unity,PDU,
232,Abdalla Mwalim,Abdalla Mwalim,1,Mombasa,5,Likoni,24,Likoni,36,Chama Cha Uzalendo,CCU,
233,Athman Rama,Athman Rama,1,Mombasa,5,Likoni,24,Likoni,29,National Rainbow Coalition,NARC,
234,Benard Muema,Benard Muema,1,Mombasa,5,Likoni,24,Likoni,63,Devolution Party of Kenya,DPK,
235,Dickens Okelloh,Dickens Okelloh,1,Mombasa,5,Likoni,24,Likoni,73,Alternative Leadership Party of Kenya,ALPK,
236,Juma Said,Juma Said,1,Mombasa,5,Likoni,25,Timbwani,IND,Independent,IND,
237,Mohamed Hemed,Mohamed Hemed,1,Mombasa,5,Likoni,25,Timbwani,IND,Independent,IND,
238,Kennedy Otieno,Kennedy Otieno,1,Mombasa,5,Likoni,25,Timbwani,IND,Independent,IND,
239,Hamisi Salim,Hamisi Salim,1,Mombasa,5,Likoni,25,Timbwani,IND,Independent,IND,
240,Rawlins Mark,Rawlins Mark,1,Mombasa,5,Likoni,25,Timbwani,75,Empowerment and Liberation Party,ELP,
241,James Mwanthi,James Mwanthi,1,Mombasa,5,Likoni,25,Timbwani,15,Party for Development and Reform,PDR,
242,Juma Hassan,Juma Hassan,1,Mombasa,5,Likoni,25,Timbwani,31,Kenya Patriots Party,KPP,
243,John Gitau,John Gitau,1,Mombasa,5,Likoni,25,Timbwani,67,Maendeleo Chap Chap Party,MCCP,
244,Daniel Moturi,Daniel Moturi,1,Mombasa,5,Likoni,25,Timbwani,71,National Liberal Party,NLP,
245,Richard Ochola,Richard Ochola,1,Mombasa,5,Likoni,25,Timbwani,7,Party of Independent Candidates of Kenya,PICK,
246,Felix Mutswenje,Felix Mutswenje,1,Mombasa,5,Likoni,25,Timbwani,77,Justice and Freedom Party,JFP,
247,Raymond Mpemba,Raymond Mpemba,1,Mombasa,5,Likoni,25,Timbwani,36,Chama Cha Uzalendo,CCU,
248,Edward Simiyu,Edward Simiyu,1,Mombasa,5,Likoni,25,Timbwani,75,Empowerment and Liberation Party,ELP,
249,Kebiro,Kebiro,1,Mombasa,5,Likoni,25,Timbwani,50,Muungano Party,MUUNGANO,
250,Athman Ali,Athman Ali,1,Mombasa,6,Mvita,26,Mji Wa Kale/Makadara,75,Empowerment and Liberation Party,ELP,
251,Khadija Kassim,Khadija Kassim,1,Mombasa,6,Mvita,26,Mji Wa Kale/Makadara,31,Kenya Patriots Party,KPP,
252,Abdul Rasheed,Abdul Rasheed,1,Mombasa,6,Mvita,26,Mji Wa Kale/Makadara,42,Shirikisho Party of Kenya,SPK,
253,Ebrahim Somoebwana,Ebrahim Somoebwana,1,Mombasa,6,Mvita,26,Mji Wa Kale/Makadara,15,Party for Development and Reform,PDR,
254,Murfad Abdalla,Murfad Abdalla,1,Mombasa,6,Mvita,26,Mji Wa Kale/Makadara,29,National Rainbow Coalition,NARC,
255,Mumtakina  Abdalla,Mumtakina  Abdalla,1,Mombasa,6,Mvita,26,Mji Wa Kale/Makadara,36,Chama Cha Uzalendo,CCU,
256,Aweso Abdul,Aweso Abdul,1,Mombasa,6,Mvita,26,Mji Wa Kale/Makadara,73,Alternative Leadership Party of Kenya,ALPK,
257,Irene Pamela,Irene Pamela,1,Mombasa,6,Mvita,27,Tudor,31,Kenya Patriots Party,KPP,
258,Kennedy M,Kennedy M,1,Mombasa,6,Mvita,27,Tudor,17,Agano Party,AGANO,
259,Japhet Charo,Japhet Charo,1,Mombasa,6,Mvita,27,Tudor,39,Peoples Democratic Party,PDP,
260,Simion Kupalia,Simion Kupalia,1,Mombasa,6,Mvita,27,Tudor,77,Justice and Freedom Party,JFP,
261,David Mutua,David Mutua,1,Mombasa,6,Mvita,27,Tudor,36,Chama Cha Uzalendo,CCU,
262,Tsuma Kombo,Tsuma Kombo,1,Mombasa,6,Mvita,27,Tudor,IND,Independent,IND,
263,Polycarp Shikulu,Polycarp Shikulu,1,Mombasa,6,Mvita,27,Tudor,IND,Independent,IND,
264,Edward Karugu,Edward Karugu,1,Mombasa,6,Mvita,27,Tudor,IND,Independent,IND,
265,Douglas Kavesi,Douglas Kavesi,1,Mombasa,6,Mvita,27,Tudor,51,National Party of Kenya,NPK,
266,Denis Gichira,Denis Gichira,1,Mombasa,6,Mvita,27,Tudor,42,Shirikisho Party of Kenya,SPK,
267,George Odhiambo,George Odhiambo,1,Mombasa,6,Mvita,27,Tudor,75,Empowerment and Liberation Party,ELP,
268,Tobias Otieno,Tobias Otieno,1,Mombasa,6,Mvita,27,Tudor,29,National Rainbow Coalition,NARC,
269,Abdallah Salim Ali,Abdallah Salim Ali,1,Mombasa,6,Mvita,27,Tudor,15,Party for Development and Reform,PDR,
270,Ahmed Mohamed,Ahmed Mohamed,1,Mombasa,6,Mvita,28,Tononoka,67,Maendeleo Chap Chap Party,MCCP,
271,Salim Munga,Salim Munga,1,Mombasa,6,Mvita,28,Tononoka,60,Vibrant Democratic Party,VDP,
272,Michael Graham,Michael Graham,1,Mombasa,6,Mvita,28,Tononoka,IND,Independent,IND,
273,Hussein Ardi Iman,Hussein Ardi Iman,1,Mombasa,6,Mvita,28,Tononoka,36,Chama Cha Uzalendo,CCU,
274,Bashir Haji,Bashir Haji,1,Mombasa,6,Mvita,28,Tononoka,15,Party for Development and Reform,PDR,
275,Hassan Said,Hassan Said,1,Mombasa,6,Mvita,28,Tononoka,42,Shirikisho Party of Kenya,SPK,
276,Ali Omar,Ali Omar,1,Mombasa,6,Mvita,28,Tononoka,29,National Rainbow Coalition,NARC,
277,Benson Maitha,Benson Maitha,1,Mombasa,6,Mvita,28,Tononoka,73,Alternative Leadership Party of Kenya,ALPK,
278,Wahid Mohamed,Wahid Mohamed,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,51,National Party of Kenya,NPK,
279,Deborah Taabu,Deborah Taabu,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,67,Maendeleo Chap Chap Party,MCCP,
280,Nicholas Odhiambo,Nicholas Odhiambo,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,IND,Independent,IND,
281,Patrick Musesya,Patrick Musesya,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,15,Party for Development and Reform,PDR,
282,Prischilla Mema,Prischilla Mema,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,29,National Rainbow Coalition,NARC,
283,Obed,Obed,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,IND,Independent,IND,
284,Leila Shariff Salim,Leila Shariff Salim,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,IND,Independent,IND,
285,Rashid Hussein,Rashid Hussein,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,36,Chama Cha Uzalendo,CCU,
286,Brian Otieno,Brian Otieno,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,IND,Independent,IND,
287,Robert Odhiambo,Robert Odhiambo,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,31,Kenya Patriots Party,KPP,
288,Paul Luckson,Paul Luckson,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,77,Justice and Freedom Party,JFP,
289,John Ighacho,John Ighacho,1,Mombasa,6,Mvita,29,Shimanzi/Ganjoni,IND,Independent,IND,
290,Attan Mbarak,Attan Mbarak,1,Mombasa,6,Mvita,30,Majengo,15,Party for Development and Reform,PDR,
291,Mwalimu Karisa,Mwalimu Karisa,1,Mombasa,6,Mvita,30,Majengo,77,Justice and Freedom Party,JFP,
292,Ahmed Khamis Salim,Ahmed Khamis Salim,1,Mombasa,6,Mvita,30,Majengo,31,Kenya Patriots Party,KPP,
293,Manafi Khatib,Manafi Khatib,1,Mombasa,6,Mvita,30,Majengo,42,Shirikisho Party of Kenya,SPK,
294,Abubakar Rashid,Abubakar Rashid,1,Mombasa,6,Mvita,30,Majengo,29,National Rainbow Coalition,NARC,
295,John Gatimu,John Gatimu,1,Mombasa,6,Mvita,30,Majengo,67,Maendeleo Chap Chap Party,MCCP,
296,Suleiman Khalfan,Suleiman Khalfan,1,Mombasa,6,Mvita,30,Majengo,IND,Independent,IND,
297,Said Mwalaghelange,Said Mwalaghelange,1,Mombasa,6,Mvita,30,Majengo,36,Chama Cha Uzalendo,CCU,
298,Yusuf Abdulmajid,Yusuf Abdulmajid,1,Mombasa,6,Mvita,30,Majengo,IND,Independent,IND,
299,David Okelo,David Okelo,1,Mombasa,6,Mvita,30,Majengo,75,Empowerment and Liberation Party,ELP,
300,Fatuma Nchandugu,Fatuma Nchandugu,2,Kwale,7,Msambweni,31,Gombatobongwe,51,National Party of Kenya,NPK,
301,Mwero Aphu,Mwero Aphu,2,Kwale,7,Msambweni,31,Gombatobongwe,IND,Independent,IND,
302,Mohad Gariche,Mohad Gariche,2,Kwale,7,Msambweni,31,Gombatobongwe,75,Empowerment and Liberation Party,ELP,
303,Peter Nzeki,Peter Nzeki,2,Kwale,7,Msambweni,31,Gombatobongwe,67,Maendeleo Chap Chap Party,MCCP,
304,Tumaini Kassim,Tumaini Kassim,2,Kwale,7,Msambweni,31,Gombatobongwe,IND,Independent,IND,
305,Hamisi Alifani,Hamisi Alifani,2,Kwale,7,Msambweni,31,Gombatobongwe,IND,Independent,IND,
306,Iddi Mohamed,Iddi Mohamed,2,Kwale,7,Msambweni,31,Gombatobongwe,15,Party for Development and Reform,PDR,
307,Rashidi Mohamed,Rashidi Mohamed,2,Kwale,7,Msambweni,31,Gombatobongwe,33,Kenya African National Union,KANU,
308,Hassan Yusuf,Hassan Yusuf,2,Kwale,7,Msambweni,31,Gombatobongwe,29,National Rainbow Coalition,NARC,
309,Mohamed Said,Mohamed Said,2,Kwale,7,Msambweni,31,Gombatobongwe,42,Shirikisho Party of Kenya,SPK,
310,Matano,Matano,2,Kwale,7,Msambweni,31,Gombatobongwe,36,Chama Cha Uzalendo,CCU,
311,Suleiman Jumaa,Suleiman Jumaa,2,Kwale,7,Msambweni,32,Ukunda,IND,Independent,IND,
312,Kassim Athuman,Kassim Athuman,2,Kwale,7,Msambweni,32,Ukunda,75,Empowerment and Liberation Party,ELP,
313,Ramadhani Hamisi,Ramadhani Hamisi,2,Kwale,7,Msambweni,32,Ukunda,IND,Independent,IND,
314,Omari Hamisi,Omari Hamisi,2,Kwale,7,Msambweni,32,Ukunda,29,National Rainbow Coalition,NARC,
315,Saidi Ali,Saidi Ali,2,Kwale,7,Msambweni,32,Ukunda,36,Chama Cha Uzalendo,CCU,
316,Charles Ngyema,Charles Ngyema,2,Kwale,7,Msambweni,32,Ukunda,15,Party for Development and Reform,PDR,
317,Omari Hamadi,Omari Hamadi,2,Kwale,7,Msambweni,32,Ukunda,IND,Independent,IND,
318,Hamisi Rashid,Hamisi Rashid,2,Kwale,7,Msambweni,32,Ukunda,31,Kenya Patriots Party,KPP,
319,Joseph Odhiambo,Joseph Odhiambo,2,Kwale,7,Msambweni,32,Ukunda,IND,Independent,IND,
320,Gladys,Gladys,2,Kwale,7,Msambweni,32,Ukunda,39,Peoples Democratic Party,PDP,
321,Hawa Abdul,Hawa Abdul,2,Kwale,7,Msambweni,32,Ukunda,51,National Party of Kenya,NPK,
322,Mzee Kazole,Mzee Kazole,2,Kwale,7,Msambweni,33,Kinondo,76,Thirdway Alliance Kenya,TAK,
323,Abdallah Juma,Abdallah Juma,2,Kwale,7,Msambweni,33,Kinondo,2,The National Vision Party,NVP,
324,Juma Athumani,Juma Athumani,2,Kwale,7,Msambweni,33,Kinondo,36,Chama Cha Uzalendo,CCU,
325,Juma Omar,Juma Omar,2,Kwale,7,Msambweni,33,Kinondo,3,The Labour Party of Kenya,LPK,
326,Ali Salim,Ali Salim,2,Kwale,7,Msambweni,33,Kinondo,75,Empowerment and Liberation Party,ELP,
327,Crispus Dzombo,Crispus Dzombo,2,Kwale,7,Msambweni,33,Kinondo,77,Justice and Freedom Party,JFP,
328,Mohamed Hamisi,Mohamed Hamisi,2,Kwale,7,Msambweni,33,Kinondo,73,Alternative Leadership Party of Kenya,ALPK,
329,Hamisi Mohamed,Hamisi Mohamed,2,Kwale,7,Msambweni,33,Kinondo,29,National Rainbow Coalition,NARC,
330,Mohamed Yusuf,Mohamed Yusuf,2,Kwale,7,Msambweni,34,Ramisi,IND,Independent,IND,
331,Asha Bakari,Asha Bakari,2,Kwale,7,Msambweni,34,Ramisi,15,Party for Development and Reform,PDR,
332,Mohamed Hatibu,Mohamed Hatibu,2,Kwale,7,Msambweni,34,Ramisi,IND,Independent,IND,
333,James Maingi,James Maingi,2,Kwale,7,Msambweni,34,Ramisi,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
334,Idi Ali,Idi Ali,2,Kwale,7,Msambweni,34,Ramisi,42,Shirikisho Party of Kenya,SPK,
335,Alexander Muthiani,Alexander Muthiani,2,Kwale,7,Msambweni,34,Ramisi,67,Maendeleo Chap Chap Party,MCCP,
336,Hussein Juma,Hussein Juma,2,Kwale,7,Msambweni,34,Ramisi,31,Kenya Patriots Party,KPP,
337,Raia Athuman,Raia Athuman,2,Kwale,7,Msambweni,34,Ramisi,67,Maendeleo Chap Chap Party,MCCP,
338,Said Suleiman,Said Suleiman,2,Kwale,7,Msambweni,34,Ramisi,49,Federal Party of Kenya,FPK,
339,Mathias Mutinda,Mathias Mutinda,2,Kwale,7,Msambweni,34,Ramisi,47,Farmers Party,FP,
340,Nassoro Ali,Nassoro Ali,2,Kwale,7,Msambweni,34,Ramisi,39,Peoples Democratic Party,PDP,
341,Maliki Masudi,Maliki Masudi,2,Kwale,7,Msambweni,34,Ramisi,29,National Rainbow Coalition,NARC,
342,Sikukuu Bakari,Sikukuu Bakari,2,Kwale,7,Msambweni,34,Ramisi,36,Chama Cha Uzalendo,CCU,
343,Halima Salim,Halima Salim,2,Kwale,7,Msambweni,34,Ramisi,72,Movement for Democracy and Growth,MDG,
344,Akida Mwinyiamani,Akida Mwinyiamani,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,31,Kenya Patriots Party,KPP,
345,Kasimu,Kasimu,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,51,National Party of Kenya,NPK,
346,Hassan Ali,Hassan Ali,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,75,Empowerment and Liberation Party,ELP,
347,Hassani Ali,Hassani Ali,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,17,Agano Party,AGANO,
348,Khalfan Hamadi,Khalfan Hamadi,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,67,Maendeleo Chap Chap Party,MCCP,
349,Bakari Hamisi,Bakari Hamisi,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,67,Maendeleo Chap Chap Party,MCCP,
350,Halima Omar Omar,Halima Omar Omar,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,2,The National Vision Party,NVP,
351,Gideon Mutisya,Gideon Mutisya,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,39,Peoples Democratic Party,PDP,
352,Salim Hassan,Salim Hassan,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,47,Farmers Party,FP,
353,Nassoro Bakari,Nassoro Bakari,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,29,National Rainbow Coalition,NARC,
354,Joel Mwimi,Joel Mwimi,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,38,Peoples Empowerment Party,PEP,
355,Mohamed Omar,Mohamed Omar,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,42,Shirikisho Party of Kenya,SPK,
356,Mohamed Dharau,Mohamed Dharau,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,IND,Independent,IND,
357,Hamisi Bakari,Hamisi Bakari,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,36,Chama Cha Uzalendo,CCU,
358,Kennedy Kithu,Kennedy Kithu,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,IND,Independent,IND,
359,Seif Juma,Seif Juma,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,15,Party for Development and Reform,PDR,
360,Abbas Mwalago,Abbas Mwalago,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,56,Forum for Republican Democracy,FORD,
361,Mshemanga Hamisi,Mshemanga Hamisi,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,72,Movement for Democracy and Growth,MDG,
362,Juma Hassan Hasssan,Juma Hassan Hasssan,2,Kwale,8,Lunga lunga,35,Pongwekikoneni,IND,Independent,IND,
363,Omari Alii,Omari Alii,2,Kwale,8,Lunga lunga,36,Dzombo,51,National Party of Kenya,NPK,
364,Saidi Murabu,Saidi Murabu,2,Kwale,8,Lunga lunga,36,Dzombo,29,National Rainbow Coalition,NARC,
365,Samuel Nyawa,Samuel Nyawa,2,Kwale,8,Lunga lunga,36,Dzombo,42,Shirikisho Party of Kenya,SPK,
366,Muthami Maingi,Muthami Maingi,2,Kwale,8,Lunga lunga,36,Dzombo,15,Party for Development and Reform,PDR,
367,Amos Muema,Amos Muema,2,Kwale,8,Lunga lunga,36,Dzombo,IND,Independent,IND,
368,Bakari Ali,Bakari Ali,2,Kwale,8,Lunga lunga,36,Dzombo,33,Kenya African National Union,KANU,
369,Wilfred Mutiso,Wilfred Mutiso,2,Kwale,8,Lunga lunga,36,Dzombo,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
370,Patrick Mangale,Patrick Mangale,2,Kwale,8,Lunga lunga,36,Dzombo,75,Empowerment and Liberation Party,ELP,
371,Chirupi,Chirupi,2,Kwale,8,Lunga lunga,36,Dzombo,2,The National Vision Party,NVP,
372,Olive Chao,Olive Chao,2,Kwale,8,Lunga lunga,36,Dzombo,IND,Independent,IND,
373,Eric Kithuka,Eric Kithuka,2,Kwale,8,Lunga lunga,36,Dzombo,36,Chama Cha Uzalendo,CCU,
374,Manza Beja,Manza Beja,2,Kwale,8,Lunga lunga,37,Mwereni,42,Shirikisho Party of Kenya,SPK,
375,Omary Chondo Dio,Omary Chondo Dio,2,Kwale,8,Lunga lunga,37,Mwereni,31,Kenya Patriots Party,KPP,
376,Guni Chiwaya,Guni Chiwaya,2,Kwale,8,Lunga lunga,37,Mwereni,73,Alternative Leadership Party of Kenya,ALPK,
377,Mwero,Mwero,2,Kwale,8,Lunga lunga,37,Mwereni,29,National Rainbow Coalition,NARC,
378,Tsingwa,Tsingwa,2,Kwale,8,Lunga lunga,37,Mwereni,75,Empowerment and Liberation Party,ELP,
379,Elizabeth Mwangolo,Elizabeth Mwangolo,2,Kwale,8,Lunga lunga,37,Mwereni,36,Chama Cha Uzalendo,CCU,
380,Emmanuel Mjappe,Emmanuel Mjappe,2,Kwale,8,Lunga lunga,37,Mwereni,IND,Independent,IND,
381,Mwanyawa,Mwanyawa,2,Kwale,8,Lunga lunga,37,Mwereni,39,Peoples Democratic Party,PDP,
382,Bakari Mngoma,Bakari Mngoma,2,Kwale,8,Lunga lunga,38,Vanga,54,Chama Cha Mashinani,CCM,
383,Said Athuman,Said Athuman,2,Kwale,8,Lunga lunga,38,Vanga,15,Party for Development and Reform,PDR,
384,Kisiwa Mohamed,Kisiwa Mohamed,2,Kwale,8,Lunga lunga,38,Vanga,31,Kenya Patriots Party,KPP,
385,Jerumani Mohamed,Jerumani Mohamed,2,Kwale,8,Lunga lunga,38,Vanga,IND,Independent,IND,
386,Yusufu Hassan,Yusufu Hassan,2,Kwale,8,Lunga lunga,38,Vanga,36,Chama Cha Uzalendo,CCU,
387,Nahera Sheikh,Nahera Sheikh,2,Kwale,8,Lunga lunga,38,Vanga,39,Peoples Democratic Party,PDP,
388,Hassan Juma,Hassan Juma,2,Kwale,8,Lunga lunga,38,Vanga,76,Thirdway Alliance Kenya,TAK,
389,Juma Kassim,Juma Kassim,2,Kwale,8,Lunga lunga,38,Vanga,67,Maendeleo Chap Chap Party,MCCP,
390,Mohamed Juma,Mohamed Juma,2,Kwale,8,Lunga lunga,38,Vanga,73,Alternative Leadership Party of Kenya,ALPK,
391,Hened Ali,Hened Ali,2,Kwale,8,Lunga lunga,38,Vanga,75,Empowerment and Liberation Party,ELP,
392,Yusuf Omar,Yusuf Omar,2,Kwale,8,Lunga lunga,38,Vanga,29,National Rainbow Coalition,NARC,
393,Mwinyi Mgeni,Mwinyi Mgeni,2,Kwale,8,Lunga lunga,38,Vanga,IND,Independent,IND,
394,"Bakari Rashid
Mwagonga","Bakari Rashid
Mwagonga",2,Kwale,9,Matuga,39,Tsimba Golini,38,Peoples Empowerment Party,PEP,
395,Sila Peter,Sila Peter,2,Kwale,9,Matuga,39,Tsimba Golini,IND,Independent,IND,
396,Rajabu Hamisi,Rajabu Hamisi,2,Kwale,9,Matuga,39,Tsimba Golini,67,Maendeleo Chap Chap Party,MCCP,
397,Mwandeje Mnyaka,Mwandeje Mnyaka,2,Kwale,9,Matuga,39,Tsimba Golini,67,Maendeleo Chap Chap Party,MCCP,
398,Salim Hamisi,Salim Hamisi,2,Kwale,9,Matuga,39,Tsimba Golini,54,Chama Cha Mashinani,CCM,
399,Mwakanyenze Omar,Mwakanyenze Omar,2,Kwale,9,Matuga,39,Tsimba Golini,31,Kenya Patriots Party,KPP,
400,Sophia Kamene,Sophia Kamene,2,Kwale,9,Matuga,39,Tsimba Golini,IND,Independent,IND,
401,Ali Hamisi,Ali Hamisi,2,Kwale,9,Matuga,39,Tsimba Golini,IND,Independent,IND,
402,Juma Hamisi,Juma Hamisi,2,Kwale,9,Matuga,39,Tsimba Golini,15,Party for Development and Reform,PDR,
403,Mwalimu Salim,Mwalimu Salim,2,Kwale,9,Matuga,39,Tsimba Golini,29,National Rainbow Coalition,NARC,
404,Said Rashid,Said Rashid,2,Kwale,9,Matuga,39,Tsimba Golini,42,Shirikisho Party of Kenya,SPK,
405,Salim Said,Salim Said,2,Kwale,9,Matuga,39,Tsimba Golini,75,Empowerment and Liberation Party,ELP,
406,Swalehe Bakari,Swalehe Bakari,2,Kwale,9,Matuga,39,Tsimba Golini,36,Chama Cha Uzalendo,CCU,
407,Masai Wambua,Masai Wambua,2,Kwale,9,Matuga,39,Tsimba Golini,76,Thirdway Alliance Kenya,TAK,
408,Mwafitina Juma,Mwafitina Juma,2,Kwale,9,Matuga,40,Waa,42,Shirikisho Party of Kenya,SPK,
409,Hidaya Rashid,Hidaya Rashid,2,Kwale,9,Matuga,40,Waa,54,Chama Cha Mashinani,CCM,
410,Hemedi Jumadari,Hemedi Jumadari,2,Kwale,9,Matuga,40,Waa,15,Party for Development and Reform,PDR,
411,Kibibi Rashid,Kibibi Rashid,2,Kwale,9,Matuga,40,Waa,51,National Party of Kenya,NPK,
412,Islam Juma,Islam Juma,2,Kwale,9,Matuga,40,Waa,2,The National Vision Party,NVP,
413,Omari Hamisi,Omari Hamisi,2,Kwale,9,Matuga,40,Waa,31,Kenya Patriots Party,KPP,
414,Masoud Abdalla,Masoud Abdalla,2,Kwale,9,Matuga,40,Waa,39,Peoples Democratic Party,PDP,
415,Mwinyi Khalfan,Mwinyi Khalfan,2,Kwale,9,Matuga,40,Waa,29,National Rainbow Coalition,NARC,
416,Hassan Kishindo,Hassan Kishindo,2,Kwale,9,Matuga,40,Waa,IND,Independent,IND,
417,Abdallah Hamisi,Abdallah Hamisi,2,Kwale,9,Matuga,40,Waa,36,Chama Cha Uzalendo,CCU,
418,Daudi Yusuf,Daudi Yusuf,2,Kwale,9,Matuga,41,Tiwi,31,Kenya Patriots Party,KPP,
419,George Thairu,George Thairu,2,Kwale,9,Matuga,41,Tiwi,61,Citizens Convention Party,CCP,
420,Omari Jumaa,Omari Jumaa,2,Kwale,9,Matuga,41,Tiwi,IND,Independent,IND,
421,Said Athmani,Said Athmani,2,Kwale,9,Matuga,41,Tiwi,15,Party for Development and Reform,PDR,
422,Matari Mohamed,Matari Mohamed,2,Kwale,9,Matuga,41,Tiwi,42,Shirikisho Party of Kenya,SPK,
423,Mwinyi Burudai,Mwinyi Burudai,2,Kwale,9,Matuga,41,Tiwi,29,National Rainbow Coalition,NARC,
424,Furaha Juma Baa,Furaha Juma Baa,2,Kwale,9,Matuga,41,Tiwi,75,Empowerment and Liberation Party,ELP,
425,Bakari Mohamed,Bakari Mohamed,2,Kwale,9,Matuga,41,Tiwi,36,Chama Cha Uzalendo,CCU,
426,Athumani Shee,Athumani Shee,2,Kwale,9,Matuga,42,Kubo South,54,Chama Cha Mashinani,CCM,
427,Daniel Nahenza,Daniel Nahenza,2,Kwale,9,Matuga,42,Kubo South,42,Shirikisho Party of Kenya,SPK,
428,Josphat Mwania,Josphat Mwania,2,Kwale,9,Matuga,42,Kubo South,51,National Party of Kenya,NPK,
429,Dennis Mbevi,Dennis Mbevi,2,Kwale,9,Matuga,42,Kubo South,IND,Independent,IND,
430,Abednego Mutie,Abednego Mutie,2,Kwale,9,Matuga,42,Kubo South,36,Chama Cha Uzalendo,CCU,
431,Samson Mutua,Samson Mutua,2,Kwale,9,Matuga,42,Kubo South,15,Party for Development and Reform,PDR,
432,Mwinyi Kassim,Mwinyi Kassim,2,Kwale,9,Matuga,42,Kubo South,31,Kenya Patriots Party,KPP,
433,Andrew Mulei,Andrew Mulei,2,Kwale,9,Matuga,42,Kubo South,75,Empowerment and Liberation Party,ELP,
434,Joseph Kyalo,Joseph Kyalo,2,Kwale,9,Matuga,42,Kubo South,29,National Rainbow Coalition,NARC,
435,Chitembe Hassan,Chitembe Hassan,2,Kwale,9,Matuga,43,Mkongani,15,Party for Development and Reform,PDR,
436,Maganga Chitupu,Maganga Chitupu,2,Kwale,9,Matuga,43,Mkongani,47,Farmers Party,FP,
437,Ramadhani Mashua,Ramadhani Mashua,2,Kwale,9,Matuga,43,Mkongani,75,Empowerment and Liberation Party,ELP,
438,Matano Mwaguta,Matano Mwaguta,2,Kwale,9,Matuga,43,Mkongani,29,National Rainbow Coalition,NARC,
